ranked languages,root language,second language,word,word count
"French,Old French",French,Old French,premium,1
,,,premonitions,1
,,,preordained,1
French,French,,preponderance,1
French,French,,preponderant,1
French,French,,preposterous,1
"French,Old French,Greek",French,Old French,prepuce,1
,,,prepuces,1
,,,presabbath,1
,,,presbyterian,1
French,French,,prescribe,1
"French,Old French",French,Old French,prescription,1
,,,prescriptions,1
,,,presentable,1
,,,presenting,1
,,,presently,1
,,,presents,1
"French,Old French",French,Old French,preservative,1
,,,preserve,1
,,,preserving,1
,,,presided,1
,,,pressgang,1
,,,pressing,1
,,,pressmen,1
"Greek,Old French,French",Greek,Old French,presto,1
,,,presupposed,1
,,,pretences,1
,,,pretended,1
,,,prettier,1
,,,prevailed,1
,,,prevented,1
"French,Old French",French,Old French,prevention,1
French,French,,preventive,1
,,,previously—expectorated—demise,1
,,,preying,1
,,,prff,1
,,,priceless,1
,,,pricelist,1
,,,pricing,1
,,,prickles,1
,,,prickly,1
,,,priesteen,1
,,,priestylooking,1
French,French,,prima,1
French,French,,primal,1
"Old French,French",Old French,French,primary,1
,,,primer,1
French,French,,primitive,1
,,,primroses,1
,,,primrosevested,1
,,,princely,1
"French,Old French,Greek",French,Old French,princess,1
,,,principally,1
,,,principles,1
,,,printer,1
,,,printingworks,1
,,,prints,1
,,,prisms,1
"Old French,French",Old French,French,prisoner,1
French,French,,pristine,1
French,French,,prius,1
French,French,,privacy,1
,,,privily,1
,,,prizering,1
,,,prizes,1
,,,pro,1
"French,Greek,Old French",French,Greek,problematic,1
,,,proboer,1
"Old French,French",Old French,French,proboscis,1
,,,proceedings,1
,,,proceeds,1
,,,processes,1
,,,proclaimed,1
,,,proclivities,1
,,,procrastinatory,1
,,,procreating,1
,,,procreator,1
,,,procreatrix,1
"French,Old French",French,Old French,procure,1
,,,prod,1
,,,prodded,1
,,,prodding,1
,,,products,1
,,,professed,1
,,,professing,1
"French,Old French",French,Old French,profession,1
,,,profitably,1
,,,profits,1
,,,profligates,1
,,,progenitors,1
"French,Greek,Old French",French,Greek,prognostication,1
French,French,,prognosticator,1
,,,progressed,1
"French,Old French,Latin,Greek",French,Old French,prohibition,1
"French,Old French",French,Old French,projection,1
"French,Old French",French,Old French,prolongation,1
,,,prolonging,1
,,,prominences,1
French,French,,prominent,1
,,,prominently,1
,,,promontories,1
"French,Old French",French,Old French,promontory,1
"French,Old French",French,Old French,promoter,1
"French,Old French",French,Old French,prompt,1
,,,prompted,1
,,,promptitude,1
"French,Old French",French,Old French,prong,1
,,,prongs,1
,,,pronouncing,1
"French,Old French",French,Old French,pronunciation,1
,,,proofs,1
,,,prooshians,1
"Latin,Greek,Norse,Sanskrit,Old French,French",Latin,Greek,prop,1
"French,Old French",French,Old French,propagation,1
,,,propelled,1
,,,propensely,1
"French,Sanskrit,Old French,Greek,Latin",French,Sanskrit,prophecy,1
French,French,,prophesy,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,prophet,1
,,,prophetical,1
"French,Old French",French,Old French,prophylactic,1
"French,Old French",French,Old French,propinquity,1
,,,proportions,1
,,,proposing,1
,,,propositions,1
"Greek,French,Old French",Greek,French,proprietary,1
,,,proprietor,1
,,,proprietors,1
"French,Old French",French,Old French,propriety,1
,,,props,1
French,French,,proscription,1
"French,Old French",French,Old French,prospective,1
French,French,,prosper,1
French,French,,prosperous,1
,,,prostatic,1
"French,Old French",French,Old French,prostitution,1
,,,protasis,1
French,French,,protect,1
"French,Old French,Greek",French,Old French,protection,1
"French,Greek,Latin,Old French",French,Greek,protein,1
,,,protuberances,1
,,,proudest,1
,,,proveniences,1
"French,Old French,Greek",French,Old French,proverb,1
,,,proverbially,1
"French,Old French",French,Old French,providence,1
"French,Old French",French,Old French,province,1
"French,Old French",French,Old French,provocation,1
"French,Old French,Greek",French,Old French,provocative,1
"French,Old French",French,Old French,provoke,1
,,,provoking,1
,,,prowl,1
,,,prows,1
,,,prrprr,1
,,,prunes,1
,,,prurition,1
,,,prussic,1
French,French,,pry,1
,,,prying,1
"Old French,Latin,Greek,Sanskrit,French",Old French,Latin,psalm,1
,,,pseudomalachi,1
,,,psst,1
,,,psychophysicotherapeutics,1
,,,pu,1
French,French,,pubic,1
"French,Old French",French,Old French,publican,1
,,,publicans,1
"French,Old French",French,Old French,publication,1
"French,Old French,Greek",French,Old French,publish,1
,,,publishing,1
"French,Latin,Old French,Greek,Sanskrit",French,Latin,puce,1
,,,puckered,1
,,,puddeny,1
,,,puddings,1
,,,puddle,1
French,French,,puerperal,1
,,,puffball,1
,,,puffing,1
,,,puffpuff,1
,,,puffy,1
"French,Old French",French,Old French,pugilist,1
,,,pugilists,1
,,,puked,1
,,,puking,1
"French,Old French,Greek,Latin",French,Old French,pullet,1
,,,pullman,1
,,,pulp,1
,,,pulper,1
,,,pulsing,1
French,French,,puma,1
"French,Greek,Old French,Sanskrit,Latin",French,Greek,pumpkin,1
,,,pumps,1
French,French,,puncheon,1
"Old French,French",Old French,French,punctilio,1
French,French,,punctual,1
,,,punctually,1
,,,punished,1
,,,punishing,1
,,,punnets,1
,,,punt,1
French,French,,puny,1
,,,pupped,1
,,,purcell,1
,,,purchasers,1
,,,purchases,1
,,,purdon,1
,,,purely,1
,,,purer,1
,,,purest,1
,,,puritan,1
,,,puritanisme,1
,,,purling,1
,,,purposely,1
,,,purred,1
,,,pursed,1
,,,pursily,1
,,,pursing,1
French,French,,pursuant,1
"French,Old French",French,Old French,pursue,1
,,,pursuing,1
,,,pursuits,1
,,,purty,1
"French,Old French",French,Old French,push,1
,,,pushedback,1
,,,pussful,1
"Greek,French,Old French",Greek,French,pussy,1
,,,putrefied,1
,,,puzzling,1
,,,pwfungg,1
,,,pyemia,1
,,,pygmalion,1
,,,pyramids,1
"Old French,French,Greek",Old French,French,pyre,1
"Old French,French",Old French,French,pyx,1
"French,Old French",French,Old French,quadrangle,1
,,,quadrupeds,1
"French,Old French",French,Old French,quadruple,1
,,,quae,1
,,,quaffing,1
,,,quags,1
,,,quailer,1
,,,qualified,1
,,,qualifying,1
,,,qualities,1
,,,quarrelling,1
,,,quarrels,1
,,,quartered,1
,,,quarterly,1
,,,quartermile,1
,,,quarts,1
,,,quasimonosyllabic,1
,,,quasisensations,1
,,,quasisimultaneous,1
,,,quavering,1
,,,quaywalls,1
"Old French,French,Greek",Old French,French,queasy,1
,,,queen's,1
,,,queenly,1
,,,queensberry,1
,,,queerities,1
,,,queerlooking,1
"Latin,Old Norse,Old French,French,Greek,Norse,Sanskrit,German",Latin,Old Norse,quell,1
,,,quenched,1
,,,quenching,1
,,,queries,1
,,,questioned,1
,,,questioner,1
French,French,,qui,1
,,,quickbreathing,1
,,,quickened,1
,,,quicks,1
French,French,,quiescence,1
French,French,,quiescent,1
"French,Old French",French,Old French,quietude,1
French,French,,quietus,1
,,,quiff,1
,,,quigley,1
,,,quills,1
,,,quims,1
,,,quinlan,1
,,,quinquecostate,1
,,,quirefolded,1
,,,quires,1
,,,quirke,1
French,French,,quit,1
,,,quitting,1
,,,quivered,1
,,,quivery,1
,,,quizzer,1
,,,quizzing,1
,,,quopped,1
French,French,,quota,1
,,,quotations,1
,,,quoted,1
,,,quotha,1
,,,quoting,1
,,,rabaiotti,1
"French,Old French,Latin,Greek",French,Old French,rabbinical,1
,,,rabbis,1
,,,rabbitpie,1
,,,rabbitry,1
,,,racer,1
,,,racers,1
,,,racial,1
,,,racket,1
,,,raddled,1
,,,raddy,1
French,French,,radial,1
French,French,,radiance,1
,,,radiated,1
,,,radically,1
,,,radii,1
,,,raffle,1
,,,raft,1
,,,rafters,1
,,,ragging,1
,,,raging,1
,,,railed,1
,,,railer,1
,,,railheads,1
,,,railways,1
"Latin,Norse,Old French,Old Norse,French,Greek,Sanskrit",Latin,Norse,rainbow,1
,,,raincloak,1
French,French,,raindrop,1
,,,rained,1
,,,raining,1
,,,rains,1
French,French,,rainwater,1
French,French,,rainy,1
,,,raisins,1
,,,raked,1
,,,rakes,1
,,,rallied,1
,,,rambunctious,1
,,,ramhead,1
,,,ramifications,1
,,,rammed,1
,,,ramming,1
,,,rampage,1
,,,ramparts,1
,,,rams,1
,,,ramsbottom,1
,,,rancher,1
"Sanskrit,French,Latin,Greek,Old French",Sanskrit,French,rancid,1
,,,rancours,1
"French,Greek,Old French,Latin",French,Greek,random,1
,,,ranelagh,1
,,,ranges,1
,,,rangoon,1
,,,ranker,1
,,,ranks,1
"French,Greek,Old French,Old Norse,Norse,Sanskrit,Latin",French,Greek,rape,1
"French,Old French",French,Old French,rapine,1
,,,raping,1
French,French,,rapparee,1
,,,rapping,1
,,,raps,1
,,,raptures,1
,,,rara,1
,,,rarefied,1
,,,raschid,1
French,French,,rasher,1
,,,rashers,1
,,,raspberries,1
"Old French,French,Greek,Latin",Old French,French,raspberry,1
,,,rasping,1
,,,ratepayers,1
,,,ratesupported,1
,,,rathe,1
,,,raths,1
,,,ratified,1
French,French,,ratio,1
,,,ratsteeth,1
,,,ravenhaired,1
,,,ravisher,1
,,,rawhead,1
,,,rawskinned,1
"French,Old French",French,Old French,ray,1
,,,rayed,1
,,,raymond,1
,,,razorshells,1
,,,razzle,1
,,,reaccepted,1
,,,reaching,1
"French,Greek,Old French",French,Greek,reaction,1
,,,reactions,1
,,,reactivity,1
French,French,,reactor,1
,,,readiest,1
,,,readiness,1
,,,readingrooms,1
,,,readywitted,1
,,,reafforest,1
,,,reafforestation,1
,,,reams,1
,,,reapparition,1
,,,reappearance,1
,,,reapproached,1
,,,reappropriated,1
,,,rearadmirals,1
,,,rearranged,1
,,,reascended,1
,,,reassumed,1
,,,reassured,1
,,,reassuring,1
,,,reassuringly,1
,,,reaumur,1
French,French,,rebellious,1
,,,rebound,1
,,,rebounds,1
"French,Old French,Greek",French,Old French,recalcitrant,1
"Old French,French",Old French,French,recant,1
French,French,,recapitulate,1
"Old French,French",Old French,French,receipt,1
,,,receivergeneral,1
,,,receiving,1
"French,Old French",French,Old French,recipient,1
,,,reciprocally,1
French,French,,reciprocate,1
,,,reciprocated,1
"French,Old French,Latin,Greek",French,Old French,recitation,1
,,,recited,1
,,,reciting,1
,,,recked,1
"French,Old French,Greek",French,Old French,reclaim,1
"French,Old French",French,Old French,reclamation,1
,,,reclining,1
,,,reclosing,1
"French,Old French",French,Old French,recluse,1
French,French,,recoil,1
,,,recollecting,1
French,French,,recommend,1
,,,reconciliatory,1
,,,reconfirmed,1
,,,reconnoitring,1
,,,reconstructed,1
,,,recooked,1
French,French,,record,1
French,French,,recoup,1
"French,Old French",French,Old French,recourse,1
"French,Old French,Greek,Latin",French,Old French,recover,1
,,,recovered,1
French,French,,recovery,1
,,,recreations,1
,,,recriminations,1
,,,recrudescent,1
,,,recruiting,1
,,,rectal,1
,,,rectangles,1
"French,Old French",French,Old French,rectification,1
,,,rectifiers,1
French,French,,rector,1
French,French,,recuperation,1
,,,redbaked,1
,,,redbearded,1
,,,redbordered,1
,,,redcoats,1
,,,redconecapped,1
,,,reddy,1
,,,rededged,1
"French,Old French",French,Old French,redemption,1
,,,redheaded,1
,,,redhot,1
,,,redivisible,1
,,,redlabelled,1
,,,redpanting,1
"French,Old French",French,Old French,reduce,1
French,French,,reedy,1
,,,reeks,1
,,,reels,1
,,,reentered,1
,,,reentering,1
,,,reentrance,1
,,,reentrant,1
French,French,,refectory,1
,,,referee,1
,,,references,1
,,,referring,1
,,,reflective,1
,,,reflects,1
French,French,,reflex,1
,,,refluent,1
French,French,,reformatory,1
,,,reformed,1
"French,Old French",French,Old French,refrain,1
,,,refrained,1
,,,refreshing,1
French,French,,refreshment,1
,,,refreshments,1
,,,refused,1
,,,regaining,1
"French,Old French,Greek,German,Old Norse,Norse,Sanskrit,Latin",French,Old French,regal,1
"French,Old French",French,Old French,regard,1
,,,regardant,1
"Old French,Greek,French",Old French,Greek,regatta,1
,,,register,1
"French,Old French",French,Old French,registration,1
,,,regressively,1
,,,regularly,1
,,,regulations,1
,,,rehearsing,1
,,,rehoboth,1
,,,reigned,1
,,,reigneth,1
,,,rein,1
,,,reinforced,1
,,,reiteratedly,1
"French,Old French",French,Old French,rejection,1
,,,rejoiced,1
,,,rejoicing,1
,,,rejoining,1
,,,relapsed,1
,,,relathering,1
,,,relatively,1
"French,Old French",French,Old French,relaxation,1
,,,relaxed,1
,,,relegated,1
"French,Old French,Greek",French,Old French,relic,1
,,,relics,1
,,,religions,1
,,,relinquishing,1
,,,reluctantly,1
French,French,,remainder,1
,,,remainer,1
French,French,,remarkable,1
,,,reminding,1
"French,Greek,Old French",French,Greek,reminiscence,1
French,French,,reminiscent,1
,,,remobilised,1
"French,Old French,Greek",French,Old French,remorse,1
,,,remotely,1
,,,remotest,1
,,,removable,1
,,,removal,1
,,,removing,1
"French,Old French",French,Old French,remuneration,1
,,,renamed,1
,,,renan,1
,,,renderable,1
,,,reneged,1
,,,rennets,1
,,,renovated,1
"French,Old French,Latin,Greek",French,Old French,renown,1
"French,Old French,Latin,Greek",French,Old French,rental,1
,,,repair,1
"French,Old French",French,Old French,reparation,1
"French,Old French,Greek",French,Old French,repast,1
,,,repayable,1
French,French,,repeal,1
,,,repeats,1
"French,Old French",French,Old French,repel,1
,,,repelled,1
French,French,,repentance,1
French,French,,repentant,1
"French,Old French",French,Old French,repetition,1
,,,repicturing,1
,,,replaced,1
,,,replacing,1
"French,Old French",French,Old French,replete,1
,,,replying,1
,,,reposeful,1
,,,repositories,1
"French,Old French",French,Old French,repository,1
,,,representative,1
,,,representing,1
"French,Old French",French,Old French,repress,1
,,,repressed,1
French,French,,repression,1
,,,repreved,1
,,,repristination,1
French,French,,reproach,1
,,,reproduced,1
,,,reproductitive,1
French,French,,reproof,1
"French,Old French",French,Old French,reprove,1
,,,republicanism,1
,,,repudiated,1
French,French,,requisite,1
,,,requisitioned,1
,,,reread,1
,,,reremembered,1
,,,rerepeated,1
,,,rereward,1
,,,reriddled,1
French,French,,research,1
,,,reseated,1
French,French,,resemblance,1
"French,Old French",French,Old French,resemble,1
,,,resembled,1
,,,resembles,1
"French,Old French",French,Old French,resent,1
"French,Old French,Latin,Greek",French,Old French,reservation,1
,,,reserving,1
,,,residences,1
,,,residual,1
,,,resigned,1
"French,Greek,Old French",French,Greek,resin,1
,,,resintipped,1
,,,resolutely,1
,,,resolved,1
"French,Old French",French,Old French,resonance,1
,,,resorted,1
,,,resorts,1
,,,resources,1
,,,respectability,1
,,,respectably,1
,,,respectfully,1
"French,Old French",French,Old French,responsible,1
,,,responsiveness,1
,,,restated,1
,,,restlessness,1
"French,Old French,Greek",French,Old French,restoration,1
,,,restorer,1
"French,Old French",French,Old French,restrain,1
"French,Old French",French,Old French,restriction,1
,,,rests,1
French,French,,resultant,1
,,,resulted,1
French,French,,resurgent,1
"French,Old French,Greek",French,Old French,resurrection,1
,,,resuscitators,1
"French,Old French,Greek",French,Old French,retail,1
French,French,,retaliation,1
French,French,,retardation,1
French,French,,retarded,1
"French,Old French",French,Old French,reticence,1
French,French,,retire,1
,,,retires,1
,,,retiring,1
,,,retraversing,1
French,French,,retreat,1
French,French,,retrenchment,1
,,,retriever,1
French,French,,reunion,1
French,French,,reunite,1
,,,revealment,1
"French,Old French",French,Old French,reveille,1
"French,Old French",French,Old French,revenue,1
,,,reverbed,1
,,,reverberating,1
,,,reverently,1
,,,reversed,1
,,,reverses,1
,,,reversible,1
"French,Old French",French,Old French,reversion,1
,,,reviewed,1
,,,reviewing,1
,,,revived,1
,,,revolutionary,1
,,,revueltas,1
,,,rewarded,1
,,,rewarding,1
,,,reynolds,1
,,,rhabdomantic,1
,,,rhenish,1
"French,Greek,Old French,Latin,Old Norse,Germanic,German,Norse,Sanskrit,English,American English",French,Greek,rheum,1
,,,rhino,1
"French,Greek,Old French,Latin",French,Greek,rhubarb,1
"Old French,French",Old French,French,rhythm,1
French,French,,rialto,1
"French,Greek,Old French",French,Greek,ribald,1
,,,ribbons,1
,,,ribsteak,1
,,,riceslop,1
,,,ricestraw,1
"French,Old French",French,Old French,riches,1
,,,riddling,1
"French,Old French",French,Old French,ridicule,1
,,,ridingboots,1
,,,ridsdale,1
,,,rifle,1
,,,rightangled,1
,,,righting,1
,,,rightwiseness,1
"French,Greek,Old French",French,Greek,rigid,1
French,French,,rigidity,1
French,French,,rigour,1
,,,rilling,1
,,,rinbad,1
,,,rinderpest,1
,,,ringcraft,1
,,,ringdove,1
,,,ringfinger,1
,,,ringhoof,1
,,,ringlets,1
,,,ringropes,1
,,,ringsteel,1
,,,ringweight,1
,,,ringwise,1
,,,rinsed,1
,,,riotously,1
,,,ripemeated,1
,,,rippedup,1
,,,ripper,1
,,,rippingham,1
,,,rippled,1
,,,rippling,1
,,,riprippled,1
"French,Old French",French,Old French,risible,1
,,,risked,1
,,,rites,1
,,,ritual,1
,,,riverbank,1
,,,riverbed,1
,,,riverboats,1
,,,riverward,1
,,,rives,1
,,,rivetted,1
"French,Old French",French,Old French,roach,1
,,,roadside,1
"French,Old French",French,Old French,roan,1
,,,roars,1
,,,roastbeef,1
,,,roasted,1
,,,robbers,1
,,,roberts,1
"French,Old French",French,Old French,roc,1
,,,rocked,1
,,,rockefeller,1
,,,rockery,1
,,,rockgun,1
,,,rockinghorse,1
,,,rocs,1
,,,rodents,1
,,,rodgers,1
"Greek,Latin,Old French,French,Norse,Sanskrit,Old Norse",Greek,Latin,roe,1
,,,rof,1
,,,rogers,1
,,,rogues,1
,,,roguishly,1
,,,roland,1
,,,rollicking,1
,,,rolls,1
,,,rolypoly,1
French,French,,romance,1
,,,romanus,1
,,,romeo,1
,,,romeville,1
,,,romp,1
,,,romped,1
,,,romps,1
,,,ronda,1
French,French,,rondel,1
,,,ronds,1
,,,roo,1
,,,roocoocooed,1
"German,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,Germanic",German,Old Norse,rood,1
,,,roofpanes,1
,,,roofs,1
,,,rook,1
,,,roomy,1
,,,rooney,1
,,,roost,1
,,,rooster,1
,,,rooting,1
,,,roped,1
,,,rorke,1
,,,rorkes,1
,,,rosaleen,1
,,,rosales,1
French,French,,roseate,1
,,,rosegardens,1
"Old French,French,Sanskrit,Greek,Latin",Old French,French,rosemary,1
,,,rosenallis,1
,,,rosily,1
,,,rosiny,1
,,,rossa,1
,,,rossies,1
,,,rossnaree,1
,,,rostrevor,1
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse",Latin,German,rot,1
French,French,,rotation,1
"French,Old French",French,Old French,rote,1
,,,rotha,1
,,,rotting,1
,,,rotto,1
"French,Old French,Greek",French,Old French,rouge,1
,,,roughness,1
,,,rouletted,1
,,,rounding,1
,,,roundly,1
,,,roundness,1
,,,roundwood,1
"French,Old French",French,Old French,rouse,1
,,,rout,1
,,,route,1
,,,roving,1
French,French,,rowboat,1
,,,rowe,1
,,,rows,1
,,,rowy,1
,,,royce,1
,,,roygbiv,1
,,,rrpr,1
,,,rrr,1
,,,rrrpr,1
,,,rrrrrr,1
,,,rrrrrrrsss,1
,,,rrrsssstt,1
,,,rsseeiss,1
,,,rtststr,1
,,,rubbers,1
"French,Old French",French,Old French,rubicund,1
,,,rubies,1
,,,rubios,1
,,,rubycoloured,1
,,,ruck,1
"Old Norse,Norse,Old French,French,Greek,Latin,Sanskrit",Old Norse,Norse,rue,1
,,,rueful,1
,,,ruffin,1
,,,ruffled,1
,,,ruffling,1
French,French,,rufous,1
,,,rufus,1
,,,rugfringe,1
"French,Greek,Old French",French,Greek,rugged,1
,,,ruggy,1
,,,rugheaded,1
French,French,,ruination,1
,,,ruing,1
,,,ruining,1
,,,rumblingly,1
,,,ruminants,1
"French,Greek,Latin,Old French,Sanskrit",French,Greek,rummage,1
,,,rummaged,1
,,,rummaging,1
,,,rumpsteak,1
"Norse,Greek,Latin,Old French,French,Sanskrit",Norse,Greek,rune,1
"Greek,Old French,French,Sanskrit,Latin",Greek,Old French,rung,1
,,,runnels,1
,,,runners,1
,,,ruptured,1
,,,ruses,1
"French,Old French",French,Old French,russet,1
,,,rustbearded,1
French,French,,rustic,1
,,,rustyouvee,1
,,,ruthful,1
,,,rutilance,1
,,,ruttime,1
,,,ryan,1
"Latin,German,Old French,French,Greek,Sanskrit,Old Norse,Norse,English,Germanic",Latin,German,rye,1
,,,ryebloom,1
,,,ryehigh,1
,,,s'elp,1
"French,Old French",French,Old French,sacerdotal,1
,,,sackerson,1
,,,sackville,1
French,French,,sacrifice,1
,,,sacrificed,1
French,French,,sacrificial,1
,,,sadcoloured,1
,,,sadder,1
,,,saddest,1
"Old Norse,Greek,Norse,Old French,French,Latin,Sanskrit,German",Old Norse,Greek,saddle,1
,,,sadgrove,1
,,,sadness,1
,,,safeguard,1
"French,Old French,Norse,Old Norse,Sanskrit,Latin,Greek",French,Old French,saffron,1
,,,sages,1
,,,sagging,1
,,,sailorman,1
,,,sails,1
,,,sainted,1
,,,saith,1
,,,sakes,1
"French,Old French,Latin,Old Norse,Norse,Greek,Sanskrit",French,Old French,salad,1
,,,salanka,1
,,,saleshop,1
,,,salesman,1
"French,Old French",French,Old French,salivation,1
"Norse,Sanskrit,Old French,French,Latin,Greek,German,Old Norse",Norse,Sanskrit,sallow,1
,,,sallust,1
