ranked languages,root language,second language,word,word count
"Old French,French,Greek",Old French,French,selection,1
,,,self-contained,1
,,,self-won,1
,,,senior,1
,,,sensations,1
"French,Old French",French,Old French,sensibility,1
"French,Old French",French,Old French,sensitive,1
,,,sententiously,1
"French,Old French",French,Old French,sentiment,1
,,,sentimentalist,1
,,,sentiments,1
,,,sentries,1
"French,Old French",French,Old French,separation,1
"Old French,French,Greek",Old French,French,serene,1
"French,Old French,Greek",French,Old French,sermon,1
,,,serve,1
,,,servility,1
,,,serving,1
,,,seventh,1
"French,Old French",French,Old French,severe,1
,,,sewn,1
,,,shabbily,1
,,,shadows,1
French,French,,shady,1
,,,shafts,1
,,,shaken,1
,,,shaky,1
French,French,,shameful,1
,,,shannon,1
"Old French,French",Old French,French,shape,1
,,,shapeless,1
,,,shapely,1
,,,sharing,1
,,,sharp-faced,1
French,French,,sharply,1
French,French,,shave,1
,,,she'd,1
,,,sheds,1
"Sanskrit,Old French,French,Greek,Latin,Old Norse,Norse",Sanskrit,Old French,sheep,1
,,,shell,1
,,,sheltering,1
,,,shelters,1
,,,shepherd,1
,,,shepherds,1
,,,shifts,1
,,,shillings—and,1
,,,shimmering,1
"Latin,Old French,French,Greek",Latin,Old French,shin,1
"Old French,French",Old French,French,ship,1
,,,ship-building,1
,,,shirking,1
,,,shirt-front,1
,,,shirt-sleeves,1
,,,shiver,1
,,,shivered,1
,,,shivering,1
,,,shoneens,1
,,,shoot,1
,,,shop-boys,1
,,,shopwindows,1
,,,shortened,1
,,,shortest,1
,,,shout,1
,,,shouting,1
,,,shouts,1
,,,shoved,1
"Latin,Old French,French,Greek,Norse,Sanskrit",Latin,Old French,shovel,1
,,,shoving,1
,,,shower,1
,,,showers,1
,,,showman,1
,,,shrewd,1
,,,shrewdness,1
,,,shrivelled,1
,,,shuttered,1
,,,shutters,1
"Old Norse,Greek,Old French,German,French,Latin,Sanskrit,Norse",Old Norse,Greek,shy,1
,,,sickroom,1
,,,side-dishes,1
,,,side-door,1
,,,side-glances,1
,,,side-pocket,1
,,,side-tables,1
,,,side-thrusts,1
,,,sidling,1
,,,sifted,1
,,,sigh,1
,,,sighing,1
,,,sightseers,1
French,French,,signal,1
French,French,,significant,1
,,,significantly,1
,,,silenced,1
French,French,,silken,1
,,,simoniac,1
"French,Old French",French,Old French,simony,1
"French,Old French,Greek",French,Old French,simple,1
,,,simple-minded,1
,,,simplest,1
,,,sincerely,1
French,French,,sinful,1
,,,single,1
,,,singlehanded,1
,,,singly,1
,,,sinners,1
,,,sins—and,1
French,French,,sinus,1
,,,sipping,1
,,,sips,1
,,,sirloins,1
,,,sirr,1
,,,sir——,1
,,,sits,1
"French,Old French",French,Old French,situation,1
,,,sixpenny,1
"Sanskrit,French,Old French,Latin,Greek",Sanskrit,French,sixth,1
,,,sixty,1
,,,size,1
,,,sketch,1
,,,skip,1
,,,skipped,1
,,,skips,1
French,French,,skit,1
"Sanskrit,French,Latin,Old French,Greek",Sanskrit,French,skull,1
,,,slackened,1
French,French,,slake,1
"Old French,French,Latin,Greek",Old French,French,slang,1
,,,slanted,1
French,French,,slap,1
,,,slapped,1
,,,slate-blue,1
,,,slate-colour,1
,,,slaved,1
,,,slaving,1
,,,sleepily,1
,,,slight,1
,,,slighting,1
,,,slippers,1
,,,slipping,1
,,,slips,1
,,,slush,1
,,,slushy,1
,,,smacked,1
,,,smacking,1
,,,smahan,1
,,,smaller,1
,,,smarted,1
,,,smartly,1
,,,smeared,1
"Latin,French,Greek,Old French",Latin,French,smell,1
,,,smiles,1
"Old Norse,Latin,Norse,Old French,French,Greek,Sanskrit",Old Norse,Latin,smith,1
,,,smoking,1
French,French,,smooth,1
,,,smothered,1
,,,smouldering,1
,,,smyrna,1
,,,snatched,1
,,,sniffed,1
,,,snorting,1
,,,snow-covered,1
,,,snow-stiffened,1
,,,snowing,1
,,,snuff-box,1
,,,snuff-stains,1
French,French,,snuffle,1
,,,snuffled,1
,,,snuffling,1
"Old French,French",Old French,French,sob,1
,,,sobbed,1
,,,sobered,1
"French,Old French",French,Old French,socialist,1
"Greek,Latin,Old French,French",Greek,Latin,sod,1
"Old French,Greek,French",Old French,Greek,soda,1
French,French,,sodden,1
"Old French,French",Old French,French,sofa,1
,,,sofa-pillow,1
,,,softer,1
"French,Old French",French,Old French,soil,1
,,,soldier,1
"French,Old French",French,Old French,sole,1
"French,Old French",French,Old French,solemnity,1
,,,soles,1
French,French,,solicitous,1
,,,solicits,1
"Old French,French",Old French,French,solidly,1
"French,Old French",French,Old French,solution,1
,,,someway,1
French,French,,songbook,1
,,,sonorously,1
,,,sooner,1
"Greek,Old French,French,Norse,Latin,Sanskrit",Greek,Old French,soot,1
French,French,,soothe,1
,,,soothingly,1
"Greek,French,Old French",Greek,French,sorrow,1
,,,sottish,1
,,,souls,1
,,,sounds,1
"French,Old French,Greek,Sanskrit,Latin",French,Old French,soup,1
"Germanic,Greek,Norse,Old French,French,Sanskrit,Latin,German,Old Norse",Germanic,Greek,sour,1
,,,sources,1
"German,English,Old Norse,Old French,French,Greek,Latin,Norse,Sanskrit,Germanic",German,English,south,1
French,French,,sovereign,1
,,,sown,1
,,,so——,1
,,,spake,1
"Old Norse,Sanskrit,Latin,French,Greek,Old French,Norse",Old Norse,Sanskrit,span,1
,,,spanking,1
,,,sparkled,1
,,,spears,1
,,,specials,1
,,,spectral,1
,,,sped,1
French,French,,speechless,1
"German,Old Norse,Sanskrit,Old French,French,Greek,Latin,Norse,Germanic",German,Old Norse,speed,1
,,,spick,1
,,,spicy,1
,,,spikes,1
,,,spilling,1
,,,spits,1
,,,spitting,1
"Old French,French",Old French,French,spittle,1
,,,spoils,1
,,,spondulics,1
,,,sponge,1
,,,sponging,1
,,,spoonfuls,1
,,,spooning,1
,,,sporting,1
,,,sportsman,1
,,,spotted,1
,,,sprawled,1
,,,sprigs,1
"French,Greek,Old French",French,Greek,spurious,1
"French,Greek,Old French,Norse,Sanskrit,Latin,German,Old Norse",French,Greek,spy,1
,,,spying,1
French,French,,squabble,1
"French,Latin,Old French,Greek",French,Latin,squad,1
,,,squads,1
,,,squander,1
,,,squared,1
,,,squatted,1
,,,squeaking,1
French,French,,squeal,1
,,,squeezed,1
,,,squeezing,1
French,French,,stable,1
,,,stables,1
,,,stage-wardrobe,1
"French,Old French",French,Old French,stake,1
,,,stale,1
French,French,,stalk,1
,,,stalk-shaped,1
,,,stalks,1
,,,stammer,1
,,,stamps,1
"Old French,French",Old French,French,stanza,1
,,,star,1
,,,startled,1
,,,states,1
,,,stayed,1
,,,staying,1
,,,steadied,1
,,,steadily,1
,,,steady,1
French,French,,stealing,1
,,,stealthily,1
"Greek,Old French,French",Greek,Old French,steed,1
"French,Norse,Old French,German,Old Norse,Greek,Sanskrit,Latin",French,Norse,stem,1
,,,stephen's,1
,,,stepped,1
,,,stepping,1
,,,sternness,1
"Old French,French",Old French,French,steward,1
,,,stiffly,1
French,French,,stillness,1
French,French,,stimulus,1
,,,stinging,1
,,,stipulated,1
,,,stirring,1
,,,stock-still,1
,,,stoney,1
,,,stooped,1
"French,Old French",French,Old French,store,1
,,,storeys,1
"German,Greek,Sanskrit,Old French,French,Latin,Old Norse,Norse,Germanic",German,Greek,storm,1
,,,straight-laced,1
,,,straightening,1
,,,straits,1
"Greek,Old Norse,Old French,French,Latin,Norse,Sanskrit",Greek,Old Norse,strand,1
,,,strangers,1
,,,strange—in,1
"French,Latin,Greek,Sanskrit,Old French",French,Latin,stratagem,1
"Greek,Old Norse,Old French,French,Latin,Sanskrit,Norse",Greek,Old Norse,straw,1
,,,stray,1
"Latin,Old Norse,Old French,French,Greek,Sanskrit,Norse",Latin,Old Norse,stream,1
,,,street-singers,1
,,,street—faith,1
"Old French,French,Greek",Old French,French,strenuous,1
,,,string,1
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,strip,1
,,,stripling,1
,,,stripped,1
,,,striving,1
,,,strode,1
,,,stroking,1
,,,strolled,1
,,,stronger,1
,,,strutting,1
,,,stuck,1
,,,students,1
French,French,,studious,1
,,,studying,1
,,,stuffing,1
,,,stumbling,1
"Old French,French",Old French,French,stump,1
,,,stung,1
,,,stunted,1
French,French,,stupor,1
,,,stuttered,1
French,French,,suave,1
,,,sub-matron,1
,,,sub-sheriff,1
,,,subjects,1
"French,Old French,Greek",French,Old French,submission,1
,,,submitted,1
"French,Old French",French,Old French,subtle,1
"French,Old French,Greek",French,Old French,subtlety,1
"French,Old French,Greek",French,Old French,succeed,1
,,,successfully,1
"French,Old French,Greek",French,Old French,suffer,1
,,,suffolk,1
French,French,,suggest,1
,,,suitable,1
,,,suited,1
,,,suiting,1
"French,Old French",French,Old French,suitor,1
"Old French,Greek,French",Old French,Greek,sullen,1
,,,sullen-faced,1
,,,sultry,1
,,,summarily,1
,,,summarised,1
,,,summits,1
French,French,,summons,1
,,,sums,1
,,,sunday's,1
,,,sundays,1
,,,sunk,1
"Old French,French",Old French,French,sunlight,1
French,French,,sunshade,1
,,,superfluities,1
,,,superintended,1
,,,supped,1
,,,support,1
,,,supposed,1
,,,supposed—they,1
"French,Greek,Old French",French,Greek,surgeon,1
,,,surrounding,1
,,,suspended,1
,,,suspicions,1
"French,Old French,Greek",French,Old French,suspicious,1
,,,sustaining,1
,,,swarmed,1
,,,swathed,1
,,,swathing,1
French,French,,sway,1
,,,sweated,1
,,,sweeping,1
,,,swelled,1
,,,swerved,1
,,,swindle,1
,,,swivelled,1
French,French,,swoon,1
,,,swooned,1
"French,Greek,Old French",French,Greek,syllable,1
"Old French,French,Greek",Old French,French,sympathetic,1
,,,tabinet,1
,,,table-napkins,1
,,,tables,1
,,,tail,1
,,,tailors,1
,,,talented,1
,,,tales,1
French,French,,talkative,1
,,,taller,1
,,,tallish,1
French,French,,tally,1
,,,tangled,1
,,,tanner,1
"French,Old French",French,Old French,tap,1
,,,taped,1
,,,tapping,1
,,,taps,1
"French,Old French,Greek",French,Old French,tardy,1
,,,tartly,1
,,,taskmaster,1
"French,Old French,Greek",French,Old French,taste,1
,,,tasting,1
,,,tawdry,1
,,,tea-cosy,1
,,,tea-merchant,1
,,,tea-sets,1
,,,tea-table,1
,,,tea-things,1
,,,teacher,1
,,,teachers,1
French,French,,teaching,1
French,French,,team,1
,,,teased,1
"French,Old French",French,Old French,tedious,1
French,French,,telegram,1
,,,tells,1
"Greek,Old French,French",Greek,Old French,temple,1
,,,temples,1
French,French,,temporary,1
"French,Old French",French,Old French,tenant,1
,,,tenant's,1
,,,tenderness,1
,,,tenebrae,1
,,,tenebris,1
,,,tenors,1
,,,tense,1
,,,term,1
"Old French,French",Old French,French,terra-cotta,1
French,French,,terrific,1
,,,terrifying,1
"Old French,French",Old French,French,tessellated,1
,,,testily,1
,,,texts,1
,,,texture,1
,,,th'upper,1
,,,thanked,1
,,,thats,1
,,,that——,1
,,,theatricals,1
,,,them—a,1
,,,them—an,1
"French,Old French",French,Old French,theologian,1
"French,Greek,Old French",French,Greek,theology,1
,,,theories,1
"Greek,French,Old French,Latin",Greek,French,thereby,1
,,,the——,1
"Germanic,American English,Sanskrit,Norse,Old French,French,Old English,English,Greek,Latin,German,Old Norse",Germanic,American English,thigh,1
,,,thing—that,1
,,,think—light,1
,,,thinned,1
,,,third-class,1
"Norse,Sanskrit,French,Old French,Greek,Latin",Norse,Sanskrit,thirteen,1
,,,thirty-five,1
,,,thirty-four,1
,,,thirty-one,1
"Latin,Greek,Old French,French",Latin,Greek,thither,1
"Old French,French",Old French,French,thorax,1
,,,thorns,1
"Greek,French,Old French",Greek,French,thorny,1
,,,thoroughly,1
French,French,,thoughtful,1
,,,thoughtfulness,1
,,,thoughtlessness,1
,,,threadbare,1
,,,threading,1
French,French,,threaten,1
,,,three-quarters,1
,,,three-shilling,1
,,,threemaster,1
,,,threes,1
"Greek,Latin,Old French,French",Greek,Latin,threshold,1
,,,thresholds,1
French,French,,thrice,1
,,,thrifty,1
,,,thrilled,1
,,,thrills,1
"French,Greek,Old French,Latin,Sanskrit",French,Greek,throne,1
,,,throng,1
,,,thronged,1
,,,thrust,1
,,,thrusting,1
,,,thuds,1
,,,thumb,1
,,,thumping,1
,,,thundering,1
,,,ticket-collector,1
,,,tickets,1
"Sanskrit,Latin,Greek,Old French,French",Sanskrit,Latin,ticking,1
,,,ticklish,1
French,French,,tide,1
,,,tidy,1
,,,tiemey,1
,,,tim,1
French,French,,timidity,1
,,,timing,1
"French,Old French,Greek",French,Old French,timorous,1
"Greek,French,Old French",Greek,French,tincture,1
,,,tinpot,1
,,,tint,1
,,,tissues,1
,,,tizzie,1
,,,toecaps,1
,,,toff,1
"French,Old French",French,Old French,toil,1
,,,toilet-table,1
,,,token,1
"French,Old French",French,Old French,tolerance,1
"Old Norse,Norse,Old French,Latin,Sanskrit,French,Greek",Old Norse,Norse,toll,1
,,,ton,1
,,,tonality,1
,,,tons,1
,,,too—regular,1
"Old French,French",Old French,French,tops,1
,,,top—what,1
,,,tore,1
"Old French,French",Old French,French,toreador,1
French,French,,torpid,1
"French,Old French",French,Old French,torrent,1
"French,Old French",French,Old French,tortuous,1
,,,toss,1
,,,totties,1
,,,tour,1
,,,tourists,1
"French,Norse,Old French,Old Norse,Greek,Sanskrit,Latin,German,Germanic",French,Norse,towel,1
"Greek,Old French,French,Latin,Sanskrit",Greek,Old French,tower,1
French,French,,trace,1
,,,traces,1
"French,Old French",French,Old French,tract,1
,,,tracts,1
"French,Greek,Latin,Old French",French,Greek,traffic,1
,,,trailing,1
,,,tram-drivers,1
,,,tram-gongs,1
,,,tramload,1
,,,tramps,1
,,,trams,1
,,,tranquilly,1
"French,Old French",French,Old French,transaction,1
French,French,,transept,1
,,,transferred,1
"French,Old French,Greek",French,Old French,translate,1
"French,Old French",French,Old French,translation,1
,,,transported,1
French,French,,transverse,1
French,French,,trap,1
,,,travelled,1
,,,travellers,1
,,,travelling,1
,,,trayful,1
,,,trebelli,1
,,,treeless,1
"French,Old French,Greek,Latin",French,Old French,trepidation,1
,,,tribes,1
"French,Old French",French,Old French,tribute,1
"French,Old French",French,Old French,trick,1
,,,trickled,1
,,,trifle,1
French,French,,trill,1
,,,trimly,1
French,French,,triumphant,1
"French,Old French",French,Old French,trivial,1
French,French,,trodden,1
,,,trolleys,1
,,,troop,1
,,,trotting,1
,,,troubles,1
,,,trousers—moya,1
"French,Old French",French,Old French,trumpery,1
,,,trusted,1
,,,truth—and,1
"French,Old French",French,Old French,tube,1
,,,tubs,1
,,,tucked,1
French,French,,tulle,1
French,French,,tumbler,1
"French,Old French",French,Old French,tumid,1
,,,turkish,1
,,,turns,1
,,,turnstile,1
,,,tweed,1
,,,tweeds,1
,,,twenty-five,1
,,,twenty-four,1
,,,twenty-six,1
,,,twenty-two,1
"Sanskrit,Old French,French,Latin,Greek",Sanskrit,Old French,twig,1
,,,twined,1
,,,twirl,1
,,,twisted,1
,,,twisting,1
,,,twitched,1
,,,twitching,1
,,,twittering,1
,,,two-and-four,1
,,,two-shilling,1
,,,two-thirds,1
,,,twos,1
,,,tying,1
,,,type,1
,,,typed,1
,,,typewriting,1
,,,typist,1
,,,ulster,1
,,,unabashed,1
"French,Old French",French,Old French,unable,1
,,,unaccustomed,1
,,,unamiable,1
French,French,,unanimous,1
French,French,,unbearable,1
,,,unbending,1
,,,unbosoming,1
French,French,,uncanny,1
,,,uncarpeted,1
,,,unceasing,1
,,,unceasingly,1
,,,uncertain,1
,,,unchanging,1
,,,uncorking,1
,,,uncover,1
,,,uncut,1
,,,undecided,1
"Greek,Old French,French",Greek,Old French,underhand,1
"French,Latin,Old French,Greek",French,Latin,undertake,1
,,,undertaken,1
,,,undertook,1
,,,undesirable,1
,,,undid,1
,,,undone,1
,,,undoubtedly,1
,,,uneasily,1
,,,uneasy,1
,,,unexpectedly,1
,,,unfastened,1
,,,unfinished,1
,,,unfit,1
,,,unfolding,1
,,,ungallant,1
,,,unhappy,1
,,,unhealthy,1
,,,unheeded,1
,,,unhooking,1
,,,uniforms,1
,,,uninhabited,1
"French,Old French",French,Old French,unison,1
"French,Old French",French,Old French,universe,1
,,,unjust,1
"Old French,French",Old French,French,unkempt,1
,,,unless,1
,,,unloaded,1
,,,unmistakable,1
,,,unnerved,1
,,,unnoticed,1
,,,unpresentable,1
,,,unpurchaseable,1
,,,unresentfully,1
,,,unrolled,1
,,,unruliness,1
,,,unruly,1
French,French,,unseemly,1
,,,unsettlings,1
,,,unspeakably,1
,,,unspoiled,1
"French,Old French",French,Old French,unstable,1
,,,unsteady,1
,,,untasted,1
,,,untidy,1
French,French,,unto,1
,,,unusually,1
,,,unveiling,1
"Latin,Greek,Sanskrit,Old French,French",Latin,Greek,unworthy,1
,,,unyoke,1
,,,upheld,1
"Latin,French,Greek,Old French",Latin,French,uphold,1
,,,upturned,1
,,,urchins,1
,,,useful,1
,,,usher,1
,,,using,1
,,,usurious,1
French,French,,usury,1
,,,us—a,1
,,,utterance,1
"French,Old French",French,Old French,utterly,1
,,,vacated,1
,,,vacation,1
"French,Old French,Norse,Latin,Greek,Sanskrit",French,Old French,vain,1
,,,vainly,1
,,,valises,1
French,French,,valorous,1
,,,vamped,1
"French,Old French,Greek",French,Old French,vanity,1
,,,vanquished,1
"French,Old French",French,Old French,variance,1
,,,variations,1
"French,Old French",French,Old French,various,1
,,,varying,1
"French,Old French,Latin,Greek",French,Old French,vase,1
,,,vatican,1
,,,vehemently,1
"French,Old French",French,Old French,veil,1
"French,Latin,Old French,Greek",French,Latin,vein,1
French,French,,velvet,1
,,,velvety,1
"French,Latin,Old French,Greek",French,Latin,venal,1
"French,Old French",French,Old French,venial,1
French,French,,venture,1
"Old French,Greek,French",Old French,Greek,verdict,1
"French,Old French,Greek",French,Old French,verge,1
,,,verified,1
French,French,,veritable,1
"French,Old French",French,Old French,vermin,1
,,,vermin-like,1
"French,Old French",French,Old French,vernacular,1
"French,Old French,Greek",French,Old French,vessel,1
,,,vested,1
"French,Old French",French,Old French,vestibule,1
,,,vestments,1
"French,Latin,Old French,Greek,Sanskrit,Old Norse,Norse",French,Latin,veteran,1
,,,viands,1
"French,Greek,Old French",French,Greek,vibrate,1
,,,vibrated,1
"French,Old French,Sanskrit,Latin,Greek",French,Old French,vice,1
,,,vices,1
"French,Old French",French,Old French,vicious,1
,,,victimised,1
,,,victims—of,1
"French,Old French,Latin,Sanskrit,Norse,Old Norse,Greek",French,Old French,victor,1
,,,victors,1
"French,Old French",French,Old French,victory,1
,,,vidocq,1
,,,views,1
"French,Old French",French,Old French,vigorous,1
French,French,,vigour,1
French,French,,vindicate,1
French,French,,vindictive,1
"French,Greek,Old French",French,Greek,vinegar,1
"French,Greek,Old French",French,Greek,violet,1
French,French,,virtual,1
"French,Old French,Greek",French,Old French,virtue,1
,,,visited,1
,,,visits,1
"French,Old French",French,Old French,vitriol,1
French,French,,vivacious,1
"French,Old French",French,Old French,vivacity,1
"French,Old French",French,Old French,vocation,1
,,,voluntaries,1
"French,Old French",French,Old French,voluptuous,1
"French,Old French",French,Old French,vouch,1
,,,vows,1
French,French,,voyage,1
,,,vraiment,1
,,,vulgarians,1
"Old French,French,Old Norse,Sanskrit,Norse,Latin,Greek",Old French,French,wad,1
,,,wages,1
,,,wages—seven,1
,,,waiters,1
,,,waiting-room,1
,,,waived,1
"Latin,French,Sanskrit,Norse,Greek,Old French",Latin,French,wake,1
,,,waking,1
,,,walking-stick,1
,,,waltzes,1
French,French,,waning,1
"Old French,German,Sanskrit,Greek,French,Latin,Norse,Old Norse",Old French,German,war,1
,,,wares,1
,,,warfare,1
,,,warily,1
,,,warm-hearted,1
,,,warmed,1
"Old French,French,Greek",Old French,French,warmth,1
,,,warned,1
,,,washed,1
French,French,,washing,1
,,,watch-chain,1
,,,water-carafe,1
,,,water-jug,1
,,,waterhouse,1
"Greek,Latin,Old French,French",Greek,Latin,wave,1
,,,waving,1
"Sanskrit,Latin,Old French,English,French,Greek,Norse,Germanic,Old Norse,German",Sanskrit,Latin,wax,1
,,,wax-plants,1
,,,wayward,1
,,,we'd,1
,,,we're,1
"French,Old Norse,Greek,Old French,Latin,Norse,Sanskrit",French,Old Norse,weak,1
,,,weakness,1
,,,weariness,1
,,,wearisome,1
,,,wears,1
,,,weary-looking,1
,,,wedding-cake,1
